Artist,Lyrics
blink-182,"Oh, I listen to the song on repeat from the other night"
nirvana,"He'll give you breathing holes,"
blink-182,Most of them useless delusions
michael-jackson,Sans toi c'est un enfer
nirvana,You hang me out to dry
lin-manuel-miranda,"What's your name, man? Alexander Hamilton"
michael-jackson,"Whatever happens, don't you let go of my hand"
radiohead,"I bet you think that's pretty clever, don't you boy?"
rihanna,I can't hurt you even though you hurt me
blink-182,"When I see you after class, you're hating everything Please don't remind me, put your past behind me"
lin-manuel-miranda,The world has no place in our bed
nirvana,Hello hello hello how low
radiohead,I just don't know anymore
lin-manuel-miranda,"But Jesus, between all the bleedin' 'n fightin'"
radiohead,No alarms and no surprises
blink-182,And in the night we'll wish this never ends
britney-spears,"Like a what? (like, like, like, like a circus) All the eyes on me in the center of the ring"
lady-gaga,I'm still in love with Judas baby
lady-gaga,"Baby, I just need one good one to stay There ain't no reason you and me should be alone"
radiohead,Of your shimmerers or spells
lin-manuel-miranda,And he keeps winning anyway
lady-gaga,"Put your hands up, make 'em touch, touch I've overheard your theory"
adele,Seem to be home Hello from the outside (outside)
lady-gaga,You and me could write a bad romance
nirvana,They go down to the lake of fire and fry
britney-spears,"Know just, just, what you are, ah, ah"
lady-gaga,Find your freedom in the music
bruno-mars,Estoy perdiendo el control de mí mismo esta vez.
britney-spears,Whoever said that beauty on the inside is a liar
radiohead,A lack of oxygen from my life support
blink-182,I came inthrough the windo last night It's no suprise to me
rihanna,Bitch better have my money!
lin-manuel-miranda,I am not throwing away my shot
bruno-mars,And yeah I'll be in a whole new tax bracket
britney-spears,You got me reaching with my fingers
blink-182,I'll keep my eyes patiently focused on you
britney-spears,(You just gotta do it your way)
adele,"You would always win, always win But I set fire to the rain"
lin-manuel-miranda,I gotta holler just to be heard
bruno-mars,Never been afraid to roll the dice
adele,I wish nothing but the best for you
lin-manuel-miranda,I have soldiers who will yield for you
adele,Tell a story that I cannot bear to hear
britney-spears,Make sure you catch me from my good side (pick one)
blink-182,I know I'm wrong (but I can't help believing) Crossed the street
blink-182,"Heart is broken, love unspoken"
rihanna,Hold me like a pillow
lady-gaga,"I might not be flawless, but you know"
bruno-mars,"We fuss, fight, and scream,"
lady-gaga,Girl you look good enough to eat
nirvana,Makes any difference to what I say The sun shines in the bedroom
nirvana,Friends don't mean a thing -- Guess I'll leave it up to me. Chorus:
nirvana,Second-rate third degree burns What is wrong with me?
lin-manuel-miranda,"You sent the dogs after my scent, that's fine"
britney-spears,"They need to wake up, stop living illusions I know you need to hear this"
lin-manuel-miranda,I'm re-reading the letters you wrote me
britney-spears,And give me a sign
radiohead,You've got a light you can feel it on your back
bruno-mars,The day has come at last
britney-spears,And I've been thinking 'bout
blink-182,"She said ""what?"" and I told her that I didn't know"
adele,I met someone by accident
lin-manuel-miranda,Wait for it I'm not standing still
bruno-mars,I swear the bathrooms a club
britney-spears,But it doesn't mean that I'm serious
adele,A double taking punching hard and laughing at my smile
lady-gaga,"I'm my hair, yeah, yeah"
blink-182,And sees through the master plan But everybody's gone
radiohead,We know where you live
lin-manuel-miranda,"But Jesus, between all the bleedin' 'n fightin'"
rihanna,"We lost connection, oh come back to me"
bruno-mars,I'll be right here ready to hold you
nirvana,"Find me out, see me,"
rihanna,We gonna light up the night I wanna dance in the dark and never stop
lady-gaga,"We could, we could, belong together (artpop)"
blink-182,These nights go on and on and on We'll stagger home after midnight
rihanna,Working hard to perfect it
blink-182,"There's nothing left to say, and so goodnight I'm empty like the day after Christmas"
adele,I want to feel my heartbeat so
michael-jackson,"You should be watching me, you should feel threatened"
blink-182,It is a woken dream
nirvana,Living out your date with fusion
nirvana,In the sun I feel as one
radiohead,I did it for a reason
lin-manuel-miranda,"Hey yo, I'm just like my country"
britney-spears,"Now it nothin' but my way,"
rihanna,"You can't go, go, go"
rihanna,Come let me show ya
blink-182,One thing / I don't know why
britney-spears,Now they don't believe ya
radiohead,"Faith, you're driving me away"
lin-manuel-miranda,"I'm young, scrappy and hungry"
bruno-mars,Im Looking For The Girl
michael-jackson,All I wanna say is that
rihanna,"Take it, take it (yeah)"
michael-jackson,The Doggone Girl Is Mine
radiohead,Hit the bottom and escape
rihanna,He see me do mi
adele,"If this is ain't love, then what is?"
nirvana,He loves her more than he would ever show Keeps his cigarettes close to his heart
adele,Or should I just keep chasing pavements?
britney-spears,"You can crawl, crawl, crawl"
rihanna,"All black on, blacked out shades"
nirvana,"As a trend, as a friend"
radiohead,Broken hearts make it rain
lin-manuel-miranda,I am not throwing away my shot
lin-manuel-miranda,"In squalor, grow up to be a hero and a scholar? The ten-dollar founding father without a father"
nirvana,"Yeah, you'll have to admit, that I'll be rich as shit"
bruno-mars,Every time you're standing next to me
britney-spears,Come on and play inside my love below
michael-jackson,If you just reach out for me girl
nirvana,To please myself Polly said Polly says her back hurts
britney-spears,Why don't they just let me live?
britney-spears,And if you don't like it then La la la la la la la Media over here
michael-jackson,Girl you know I shouldn't have loved you
rihanna,When she fits right down in my shoes
radiohead,You are all I need
blink-182,"Did you know, I'm here to stay We'll stagger home after midnight"
rihanna,I hope you can take it I'm too good to you
michael-jackson,I need her sharing the world beside me
radiohead,And we all went to heaven in a little row boat
rihanna,"I said Te amo, wish somebody would tell me what she said"
lin-manuel-miranda,You and I. Do or die. Wait till I sally in
lin-manuel-miranda,"Mister Lafayette, hard rock like Lancelot"
michael-jackson,Gonna Dance 'Til We Burn This Disco Out
nirvana,"Your enemy you were, my an' I was once."
lady-gaga,"(She is gonna let nobody) P p p poker face, p p p poker face"
britney-spears,Yeah You set me on fire
lin-manuel-miranda,"Oh, who is this kid, what's he gonna do? How does a bastard, orphan, son of a whore"
britney-spears,Inside out I know that we probably shouldn't do this
lin-manuel-miranda,"Look into your eyes, and the sky's the limit I'm helpless"
michael-jackson,So I promise you tonight that you will always be the lady in my life
nirvana,And you'll think you're happy...
rihanna,"Hurting vibe, man, and it hurts inside when I look you in your eye What are you willing to do"
lady-gaga,"I don't know why you hurt inside,"
britney-spears,Tonight I'm gonna be a little selfish
radiohead,I want to be someone else or I'll explode
radiohead,Crushed like a bug in the ground
rihanna,You know I like it rough
lady-gaga,Don't look at me like that
adele,So I can tell you that I was wrong
adele,"Couldn't help myself, you're too good to be true."
britney-spears,"Baby, shut your mouth and turn me inside out"
adele,Are the wonders of my world
radiohead,In your arms (don't hurt me)
lady-gaga,I don't really care... care... care (feel it in the air... yeah [Chorus]
michael-jackson,The thrill for the money
michael-jackson,Is my mind I can hear
michael-jackson,That ain't what it's all about
bruno-mars,If this is how it's gonna be? I'm calling all my lovelies (calling all my lovelies)
adele,"Lights go down, lights go down"
lady-gaga,"I am my hair, I am my hair"
nirvana,"The plateau's clean, no dirt to be seen"
adele,Like we're not scared of what's coming next
britney-spears,Let me break the ice
blink-182,Can't go back to San Diego (San Diego) (can't go back to San Diego) I got no regret right now
bruno-mars,Caused a good strong woman like you to walk out my life
radiohead,The head of state has called for me by name
rihanna,"S, S, S and M, M, M"
lin-manuel-miranda,"I prob'ly shouldn't brag, but dag, I amaze and astonish"
lady-gaga,And if you say you're okay
blink-182,Like I'm the one full of regret
britney-spears,Like I got what you need
nirvana,We can build a tree
blink-182,My eyes are open up with pure sunlight
lady-gaga,"Don't call my name, Alejandro"
nirvana,Daddy's little girl ain't a girl no more
lady-gaga,"Do you wanna see the girl who lives behind the aura, behind the aura?"
adele,My friends got their ladies
michael-jackson,Oh No . . .
rihanna,'Cause you just my type
blink-182,I'm so sick of fights I hate them
bruno-mars,I want to be your woman
blink-182,"La da da da, da da da da da I went to a wishing well, I sank to the ocean floor"
lady-gaga,"Shut your mouth, sip on that TEA! It's been so long"
michael-jackson,Then you will swear it
michael-jackson,What are you gonna do?
michael-jackson,She's blonde and she's bisexual
adele,And face it all together
blink-182,Salvation's barely out of reach (out of reach) Torn apart like the brokenhearted
britney-spears,We can turn the heat up if you wanna
adele,I wouldn't be wishing I was free
rihanna,All I wanna see you in is just skin Oh oh
lady-gaga,"Bang bang, I used to shoot you down"
rihanna,Sitting in the kitchen gettin sad
michael-jackson,And my heart sings along
nirvana,"I miss the comfort in being sad And if you save yourself,"
rihanna,I can't hurt you even though you hurt me
nirvana,I have very bad posture Sit and drink Pennyroyal Tea
britney-spears,"All I know is I'm so happy when you're dancing there I'm a slave for you, I cannot hold it, I cannot control it"
blink-182,I'll take you over if you let me
adele,"'Cause I heard it screaming out your name, your name When laying with you"
britney-spears,Turn the lights down low if you wanna
nirvana,I can't let you smother me
lady-gaga,Give me a million reasons
blink-182,Leave me here with the fear and sorrow
michael-jackson,There's a tappin in the floor
bruno-mars,"Ladies put your hands up, up , haa Chorus:"
adele,"You would always win, always win But I set fire to the rain"
lady-gaga,Are you in the game?
adele,"'Cause I heard it screaming out your name,"
bruno-mars,I just wanna lay in my bed
nirvana,Don't expect me to lie
adele,"If you're gonna let me down, let me down gently"
bruno-mars,While she's wrapped in her towel.. towel
britney-spears,I fall off the edge of my mind for you
radiohead,"You do it to yourself, you do it to yourself"
nirvana,But it's okay to eat fish
radiohead,I follow to the edge of the earth
lin-manuel-miranda,Redcoats redder with bloodstains Lafayette And I'm never gonna stop until I make 'em
lady-gaga,I wish I could be strong
rihanna,"Is nothing without you All I've got, is nothing without"
blink-182,"Under the moonlight Can you remember, you remember the last time"
blink-182,Spending all night getting lost together I know I messed up and it might be over
rihanna,It seems you only want what you can't have
rihanna,Used to trip off that shit I was kickin' to ya
rihanna,Dancing in the dark I wanna dance in the dark and never stop
rihanna,Let's escape into the music
lady-gaga,"I can't remember but it's alright, alright. Just dance, gonna be okay."
michael-jackson,You must be out of your mind
bruno-mars,oh oh so when life's rain begins to fall
rihanna,If you don't dance make sure you got the rhythm
blink-182,But let me call you when I'm sober Sober
blink-182,"And your vicious pain, your warning sign"
lady-gaga,"Damn, you were in my Sexxx dreams (You were in my)"
adele,That I can give you all the loving in the whole wide world All I want you to do baby is make your bread
rihanna,And start being thankful for what you do got
lin-manuel-miranda,"And introduce a notion never to discuss this again Mr President! Hamilton, if we support emancipation"
nirvana,Don't expect me to lie
rihanna,"And people gon' talk whether you doing bad or good, yeah"
rihanna,We're beautiful like diamonds in the sky Shine bright like a diamond
rihanna,There ain't nothing here for me
lin-manuel-miranda,"But just you wait, just you wait When he was ten his father split, full of it, debt-ridden"
nirvana,I don't mean to stare
nirvana,What they said was real -- Makes me wanna steal.
lin-manuel-miranda,Let's hatch a plot blacker than the kettle callin' the pot
radiohead,I have seen too much I haven't seen enough
lin-manuel-miranda,Institutionalizing slavery only multiplies our troubles
bruno-mars,But can you tell me Who is ?
blink-182,(I'll take the last train home) (The last train home)
adele,I don't want to keep you indoors
bruno-mars,It's all right we got you
nirvana,You will think you're happy!
bruno-mars,You tell me all day that you're lonely
lin-manuel-miranda,And if there's a reason I'm still alive
rihanna,tell myself the things I need to hear
lady-gaga,We love them! (We love them) Boys boys boys
rihanna,'Cause it seems that wrong
britney-spears,"That's the oxygen I need, yeah You're fillin me up"
michael-jackson,Let Our Spirits Never Die
radiohead,X will mark the place
bruno-mars,So we can touch some more Kiss me while we're there
adele,"It's time to say goodbye to turning tables, to turning tables Under haunted skies I see"
blink-182,"Made it's way through my heart, had fun in the promised land La da da da, da da da da"
rihanna,Don't it mean I love you
blink-182,Show me the bathroom mirror
nirvana,Who's that lounging in my chair?
adele,"'Cause I heard it screaming out your name,"
nirvana,I don't care what you think unless it is about me
lady-gaga,In the religion of the insecure
adele,"Bound by the surprise of our glory days I hate to turn up out of the blue, uninvited"
bruno-mars,So I ain't got a thing to lose.
lin-manuel-miranda,"For the first time, I'm thinkin' past tomorrow And I am not throwing away my shot"
britney-spears,Be like a rocket baby
nirvana,Can you feel my love buzz?
lin-manuel-miranda,He has nothing to lose Lose
lady-gaga,"Under you, like a G.U.Y. (Chorus)"
michael-jackson,The light from the window
lin-manuel-miranda,When are these colonies gonna rise up?
britney-spears,Yeah You set me on fire
britney-spears,Tear the floor up up
michael-jackson,What good would Heaven be
blink-182,You know it meant everything (everything)
bruno-mars,"Yeah, you young wild girls"
britney-spears,You got mud on your face
michael-jackson,Why don't you scream and shout it
bruno-mars,Feels like I'm on fire (fire)
adele,When we were young Let me photograph you in this light
michael-jackson,I never thought that I would stop dreamin' about you
adele,It's been waiting for you to open up
nirvana,"Sunbeams are never made like me Don't expect me to cry,"
bruno-mars,All it does is just tear me down
britney-spears,we'll be all alone under the mistle toe
rihanna,"And some may in, wait this gone"
radiohead,Your system is a lie
britney-spears,"We have never been before take me in, let it out"
rihanna,Someone who can please me
nirvana,Choking on the ashes of her enemy In the sun
adele,Or at least as far as I thought I knew
bruno-mars,Oh how could I be so lucky
lin-manuel-miranda,"Do you really wanna- Do you really wanna have that conversation? No Madison, execute your plan to the letter"
britney-spears,"I've had enough, I'm not gonna stay I'm sorry for runnin' away like this"
bruno-mars,And I don't see nobody else
bruno-mars,Estás tan lejos ¿Puedes oírme llorar?
lady-gaga,I don't wanna think any more
lin-manuel-miranda,"What is this? We have the check stubs, from separate accounts"
lin-manuel-miranda,"He's constantly confusin', confoundin' the British henchmen"
britney-spears,It's nothing but my way
michael-jackson,My star secret friend and me
lady-gaga,Not to feel so insecure
lin-manuel-miranda,I'm keeping the bed warm while her husband is away
adele,If it hadn't been for love
britney-spears,All my people up for more let me see you dance
lin-manuel-miranda,And I'm not throwing away my shot Everybody sing
nirvana,I'd like to but it couldn't work
britney-spears,"There's no way I'm gonna be fighting this tonight, this tonight"
adele,You shower me with words made of knives
bruno-mars,"Lucky for you, that's what I like, that's what I like"
michael-jackson,They use me for the money
rihanna,"Felt like, I was just a victim"
lin-manuel-miranda,Then I'm willing to wait for it
lady-gaga,Meet me at electric chapel
lin-manuel-miranda,"But whatever it is, Jefferson started it Thomas Jefferson resigned this morning You're kidding I need a favor Whatever you say, sir, Jefferson will pay for this behavior Shh, talk less I'll use the press"
lin-manuel-miranda,Burn You published the letters she wrote you
britney-spears,"I'm so excited I'm in too deep,"
blink-182,"The voice inside my head (I miss you, miss you)"
rihanna,Really loves my company He's more than a man
britney-spears,His eyes see right to my soul
blink-182,"The world is wide, the time goes by"
nirvana,Can you feel my love buzz?
blink-182,Use me Holly come on and use me
britney-spears,We ain't gonna sleep tonight
lady-gaga,Of our bad luck dating.
rihanna,Something that you've never seen
michael-jackson,It’s just the things I do
radiohead,Is enough is enough is enough
lady-gaga,"P p p poker face, p p poker face"
rihanna,Cause it's zero to sixty in three point five
lady-gaga,"(Eh, eh) There's nothing else I can say"
rihanna,All the gyal pon the dance floor wantin' some more what
bruno-mars,"Tell the devil I said, hey, when you get back to where you're from"
adele,All that I have is on the floor
britney-spears,Yeah Spark and it's like gasoline
blink-182,"Like violence you kill me Like violence you have me, forever, and after"
radiohead,You're just like an angel
nirvana,Where the sun don't ever shine
britney-spears,Don't matter if I step on the scene
michael-jackson,Keep on with the force don't stop
michael-jackson,But I'm home free for no thrills
lin-manuel-miranda,"Hey yo, I'm just like my country"
radiohead,I can watch and not take part
blink-182,Oxblood traces of the night before We are forgotten young suburbia
rihanna,"You got me tossin' and turnin', can't sleep at night This time, please someone come and rescue me"
lady-gaga,We can make it easy if we lift each other
britney-spears,We'll keep on rockin' (We'll keep on rockin')
radiohead,Down is the new up
lin-manuel-miranda,I am the A-L-E-X-A-N-D-E-R we are meant to be A colony that runs independently
britney-spears,You gotta turn turn it up
rihanna,Go on and make it right
britney-spears,Let me see you dance
blink-182,I promise one last time [Chorus: Mark Hoppus (Matt Skiba)]
adele,"To whisper ""will you leave your man? """
lady-gaga,And then it's four AM
nirvana,Keeps her photographs close to her heart
radiohead,No longer wound up like a spring
adele,And there is no one there to dry your tears
nirvana,"He was born a scentless apprentice Go away - get away, get away, get a-way"
radiohead,We're too young to fall asleep
bruno-mars,"This is me and my liquor store blues. I'll take one shot for my pain,"
radiohead,One day I'll get to you
rihanna,"Where have you been, all my life?"
michael-jackson,And see the world with your heart
bruno-mars,I lost her in the cold
adele,It was just like a movie
nirvana,I do keep a date with you I'll take advantage while
lin-manuel-miranda,You know you gotta get ya right hand man back (Hamilton) I mean you gotta put some thought into the letter but the sooner the better
michael-jackson,Though you really wanna get me
blink-182,At all hours I'm empty like the day after Christmas
bruno-mars,"If you're ready, like I'm ready Cause it's a beautiful night"
michael-jackson,Then Why Do We Keep
bruno-mars,Forget your Instagram and your Twitter
britney-spears,What good would it do me now
nirvana,Looking for company I will never bother you
blink-182,I'll meet my friends at the Target curb
lin-manuel-miranda,Hamilton Sir Draft a statement of neutrality Did you forget Lafayette What Have you an ounce of regret
rihanna,"And now you want it like,"
lady-gaga,"I'm on the right track, baby"
lady-gaga,We can make it easy if we lift each other
bruno-mars,Sometimes it's so hard to do
michael-jackson,I Want To Love You (P.Y.T.)
britney-spears,have you been thinking 'bout her or about me
michael-jackson,(I was afraid of life and you came in time)
adele,"I'm calling, I'm calling, I'm calling it fiasco."
rihanna,Turn it around with another round
radiohead,Like ripples on a blank shore
rihanna,"And then you'll see, you're gonna go far"
bruno-mars,"I'll always come back to you, come back to you You, you, you, you"
radiohead,"Yeah, because you bit me, bit me, bit me, ow"
michael-jackson,When and how I get down
radiohead,Sing the song of sixpence that goes
nirvana,"Than a, blasphemy Hold me, I'm so pathetic"
michael-jackson,Look In The View Mirror
nirvana,They make their living off of arts and crafts
nirvana,Stoned! Daddy's little girl ain't a girl no more
lady-gaga,With the sound of music
lin-manuel-miranda,'Zat a guarantee of freedom for our descendants?
michael-jackson,'Cause The Will Has Brought
adele,When the day is done
britney-spears,"Rock and roll,everybody let`s lose control"
radiohead,The beat goes round and round
blink-182,I was the one there last night You have your other friends
bruno-mars,Your head down to your heels
bruno-mars,"I love you Mom, you are my favorite girl."
lin-manuel-miranda,"Way I can protect my legacy Wait for it, wait for it, wait for it, wait The Reynolds Pamphlet Mister President, you asked to see me I know you're busy What do you need, sir Sir"
nirvana,I tried hard to have a father
britney-spears,But all of the boys and all of the girls
lady-gaga,"The applause, applause, applause Give me that thing that I love (Turn the lights on)"
lin-manuel-miranda,"I panic for a second, thinking"
michael-jackson,"We are forever, we are forever, oh right"
lin-manuel-miranda,"From the moment I read them, I knew you were mine"
rihanna,Like I once made 'em spray
rihanna,Acting acting silly boy? [Hook: Future] I don't wanna give you the wrong impression
bruno-mars,"But I think she feels I'm already lost. I'm already lost. I wish that I could see,"
nirvana,"No I don't have a gun Memoria, memoria"
radiohead,Steal all my children if I don't pay the ransom
nirvana,Don't know what it means
nirvana,If we did not have chemicals
lin-manuel-miranda,And he keeps winning anyway
blink-182,Smoked a bong killed a cat
nirvana,"Wake me up, see me,"
nirvana,Cause it's biting out what would My milk is your shit
blink-182,I'll meet my friends at the Target curb
rihanna,"Then after that, shove me, in the aftermath of the"
nirvana,Let me take a ride
rihanna,"When mi pull the trigger, pull the trigger, pull it pon' you"
nirvana,I've been tickling the circumference
michael-jackson,I'll lift your spirits high our love will fly
rihanna,Tell me if you hear me
adele,"Hope you know, I won't let go I thought I told you, he'd be home soon"
britney-spears,"If I got on top, your gonna lose your mind"
britney-spears,And the light in your eyes lets me know I'm not not alone Not alone not alone not alone
nirvana,And I had too much caffeine
blink-182,We all need something to live for
lin-manuel-miranda,Number six Leave a note for your next of kin
michael-jackson,She's Touchin' Me So To Start
adele,Like I'm the one for you You should know that you're just a temporary fix
rihanna,Ain't used to what you like
adele,so I can forget about you
adele,Face it all together Let the skyfall
blink-182,"This world's an ugly place, but you're so beautiful to me I'll think about the times"
britney-spears,And I'm caught in between
bruno-mars,I always try to do this on my own
nirvana,No thought was put into this
adele,I say we've only known each other one year
adele,Ooh the people I've met
radiohead,"I feel this often, go"
nirvana,"Started this mess, and oh, I seen them do it"
britney-spears,"The palest green I've ever seen, the color of your eyes"
adele,I don't even wanna waste your time
lin-manuel-miranda,You forfeit all rights to my heart
radiohead,A moon full of stars and astral cars
rihanna,And I hope you can take it
radiohead,I will eat you alive
lin-manuel-miranda,"Hey yo, I'm just like my country"
adele,"Just take it all with my love, take it all with my love I will change if I must"
blink-182,But then I turned on the TV And that's about the time she walked away from me
lady-gaga,"Just ask your gay friends their advice, before you"
lin-manuel-miranda,"Essentially, they tax us relentlessly"
michael-jackson,Right down to my bones
rihanna,Say you want me to do and I got you
nirvana,You will think you're happy.
rihanna,Even angels have their wicked schemes
radiohead,"Keep in contact with old friends, enjoy a drink now and then"
rihanna,"The more I swear I'm happy, the more that I'm feeling alone"
bruno-mars,But you don't look like you're scared
blink-182,But that night I learned some girls try too hard Some girls try too hard
britney-spears,"Hit me baby one more time I must confess, that my loneliness is killing me now"
bruno-mars,"Baby, that's what you do"
rihanna,Turn it into an empire
rihanna,Ima leave your heart broken on the floor You're gonna be in the emergency room
nirvana,"Don't expect me to die for me Jesus, don't want me for a sunbeam"
radiohead,Just 'cause you feel it
lin-manuel-miranda,"Almost a thousand dollars, paid in different amounts To a Mister James Reynolds way back in"
bruno-mars,'Cause lord knows I'm a rolling stone
radiohead,Something for the rag and bone man
rihanna,You are the one so I make sure I behave
michael-jackson,And mother always told me be careful of who you love
nirvana,Don't expect me to lie
britney-spears,It's gonna be fantastic love
britney-spears,"We keep on rockin, we keep on rockin', rockin'"
radiohead,"I lost myself, I lost myself"
radiohead,Just as you take my hand
nirvana,Find my nest of salt
lin-manuel-miranda,A bunch of revolutionary manumission abolitionists?
adele,He will choose the poison over me?
blink-182,With a walk-on part of a background shot
nirvana,I'm on a plain My mother died
britney-spears,"You can betcha', wherever the girls go, boys follow"
britney-spears,"Oops, you think that I'm sent from above"
lady-gaga,"What did you call that when you showed up with two dollars But that's another chapter, son of a bachelor"
britney-spears,Is that why they be acting bizarre?
michael-jackson,It Ain't Too Much Stuff
michael-jackson,Then I want it too
britney-spears,My heart only runs on supreme
rihanna,Mmmmm! but I wake up and act like nothing's wrong
michael-jackson,I caught your mother she doin' a dude
radiohead,In your arms (don't hurt me)
michael-jackson,We both found what we were looking for
britney-spears,"(I just feel I let myself go) I really wanna dance, tonight with you"
rihanna,I wish that you would just put me down
michael-jackson,Lift Your Head Up High
adele,Count your blessings to find what you look for (woah)
lin-manuel-miranda,I am lying in wait Wait
adele,"Regrets and mistakes, they're memories made"
bruno-mars,Straight up and down This liquor got both of us faded
lady-gaga,By what men say is right
michael-jackson,"And who gave you the right to scare my baby, she needs me"
radiohead,Couldn't look you in the eye
britney-spears,"Oh baby, I just wanna to know Where are you now, what have you found"
rihanna,"No, no I like when you tell me kiss me there"
michael-jackson,Billie Jean Is Always Talkin'
rihanna,Slipped into a peril that
adele,Every time he ain't here
britney-spears,"Your perfect skin, your perfect smile"
lin-manuel-miranda,"Who provided those funds France In return, they didn't ask for land"
michael-jackson,Nobody ever showed her about us
rihanna,"Ooh, that's all I want Woke up an optimist"
blink-182,"There's some room to move on, to move on, to move on"
radiohead,There'll be no more lies
radiohead,There'll be no more lies
lady-gaga,I don't wanna talk anymore
blink-182,Life is too short to last long There's a stranger staring at the ceiling
rihanna,"Ooh na na, what's my name"
blink-182,But I know we can't stay the same
radiohead,I would slip into the groove
blink-182,Whatcha gonna do Day dream near a stream with the linear bites
nirvana,"I can make you do things you won't think you ever could Hey, I just wanted to know."
adele,It's taken all of my stake
britney-spears,Boxer in the ring trying to defend myself
radiohead,They're the once who'll spit at you
blink-182,"To pass the time in my room alone I never conquered, when you came"
rihanna,What now? Ohhhh what now? I found the one he changed my life
blink-182,Place your hand in mine
britney-spears,I'm Mrs. Lifestyles of the rich and famous
blink-182,And I hold on tight
michael-jackson,"It doesn't matter how you are touchin' me,"
nirvana,Don't expect me to die for thee Don't expect me to cry
lin-manuel-miranda,"Let's raise a couple more to the revolution Well, if it ain't the prodigy of Princeton college Aaron Burr Give us a verse, drop some knowledge Good luck with that, you're takin' a stand"
rihanna,At first sight I left the energy of sun rays
adele,I can't do it on my own
nirvana,I'm not the only one
adele,"I won't go, I can't do it on my own"
bruno-mars,Should've gave you all my hours
lin-manuel-miranda,We need to handle our financial situation
lin-manuel-miranda,I gotta holler just to be heard
lin-manuel-miranda,I have soldiers who will yield for you
adele,I forgive you once again
lin-manuel-miranda,"Meanwhile, Britain keeps shittin' on us endlessly"
blink-182,Shit piss fuck cunt cocksucker motherfucker tit fart turd and twat
rihanna,I'm supposed to be in love
lady-gaga,"(Eh, eh) I wish you never looked at me that way"
michael-jackson,No force of nature can break
rihanna,Told you I'll be here forever
bruno-mars,So many eager young bunnies that I'd like to pursue
radiohead,How come I end up where I belong
bruno-mars,"That place we went the last time, the last time, oh Moonshine, your love it makes me come alive"
lady-gaga,She looks good but her boyfriend says she's a tramp
bruno-mars,Find that we can figure it out
rihanna,Your hands around my waist just let the music play
michael-jackson,Is truth a game daddy
radiohead,A job that's killing you
rihanna,You ain't leaving me behind
britney-spears,It seems so close to me
britney-spears,Now get to work bitch
lady-gaga,"Duh-duh-duh dance, dance, dance, just dance. How, how, how, how, how I can't believe what you said to me"
bruno-mars,Just the way you are
nirvana,"Then you'll think you're happy... now! You're in a laundry room,"
lin-manuel-miranda,"But damn, it's getting dark, so let me spell out the name"
rihanna,And I can't stand you
bruno-mars,Standin' on the table sippin' ace of spades
rihanna,Standin' ovation But you put on quite a show
radiohead,I been where I liked
britney-spears,But I'm here now I know it's been a while
britney-spears,"Outrageous, let's be it girl Outrageous I just want to be happy"
bruno-mars,And last but not least grant somebody their last wish
nirvana,I'm a liar and a thief Sit and drink Pennyroyal Tea
lin-manuel-miranda,"I have learned to manage, I don't have a gun to brandish"
blink-182,(Whoa-oh-oh) we're left alone (whoa-oh-oh)
lady-gaga,"Give it up just let your body,"
nirvana,I'm going where the cold wind blows
britney-spears,I must confess I still believe (still believe)
michael-jackson,Feel The Heat Feel The Beat Rock You Into Day (Sunlight)
britney-spears,All my people 'round and 'round
lin-manuel-miranda,"Hey yo, I'm just like my country"
britney-spears,"Get it get it, get it get it (oh)"
nirvana,Steamed hot towel on my face I'm ashamed
radiohead,"It's on again, off again, on again"
radiohead,I'm trapped in this body and can't get out
adele,I've been learning to live without you
blink-182,You fucked up my life I'm sick of always hearing
nirvana,I feel stupid and contagious
britney-spears,Pick up what I'm letting down [Chorus]
radiohead,Get the flan in the face
lin-manuel-miranda,After forty five years of my life dedicated to its service with an upright zeal
blink-182,Your smile fades in the summer
britney-spears,Got you on my radar
adele,"(Tears are gonna fall, rolling in the deep)"
blink-182,'Cause I just seem to lose
lady-gaga,Meet me in electric chapel
nirvana,"I kicked and screamed, said please don't go Grandma take me home Had to eat my dinner there"
lin-manuel-miranda,I imagine death so much it feels more like a memory
blink-182,By the sound of falling rain
nirvana,I take all the blame
britney-spears,I don't need your money
bruno-mars,Pero yo creo que ella siente que ya estoy atrapado. [Verse 1:]
nirvana,Hello hello hello how low
blink-182,Always And I'll miss your laugh your smile
michael-jackson,The funk of forty thousand years
britney-spears,More than anything I ever felt before You drive me crazy
radiohead,Dedicated to all human beings
britney-spears,I have been so good this year
adele,"I'm willing to take the risk I let it fall, my heart,"
britney-spears,"Where we can be alone?"""
britney-spears,"We will, we will rock you! Britney:"
radiohead,There'll be no more lies
britney-spears,To let go You gotta let go
lin-manuel-miranda,"Rise up, it's time to take a shot"
lin-manuel-miranda,"In squalor, grow up to be a hero and a scholar? The ten-dollar founding father without a father"
britney-spears,(You will find it out don't worry)
bruno-mars,"Got our friends, got the night"
rihanna,"Ooh na na, what's my name"
michael-jackson,Am I scary for you oh
rihanna,And I loses about the come
michael-jackson,He’s keeping you down like a monster
lady-gaga,Baby three seconds isn't enough
blink-182,The voice inside my head (I miss you miss you)
radiohead,The flan in the face
britney-spears,I don't know how to live without your love
nirvana,"I sink and then some Bell on door clanks, come on in"
radiohead,And you can't offer me escape
radiohead,Just to fill your fast ballooning head
radiohead,One day at a time
lin-manuel-miranda,"I'm young, scrappy and hungry"
